customerId,recommendedProducts
13181,226|247|230|248|83|125|204|284|213|165
13198,226|247|230|248|83|294|125|204|284|213
13204,226|247|230|248|83|294|125|213|204|284
13218,226|247|230|248|83|294|125|204|284|213
13225,226|247|230|248|83|294|284|204|213|165
13249,226|247|230|248|83|294|125|204|213|284
13267,226|247|230|248|83|294|125|204|213|284
13282,226|247|230|248|83|294|125|204|213|284
13289,226|247|230|248|83|294|125|213|204|284
13291,226|247|230|248|83|294|125|204|213|284
13336,226|247|230|248|83|294|125|204|284|213
13373,226|247|230|248|83|294|125|204|213|284
13433,226|247|230|248|83|294|125|284|204|213
13487,226|247|230|248|83|294|125|204|284|213
13529,226|247|230|248|83|294|125|213|204|284
13569,226|247|230|248|83|294|125|204|284|213
13600,226|247|230|248|83|294|125|204|284|213
13647,226|247|230|248|83|294|125|204|213|284
13658,226|247|230|248|83|294|125|213|284|204
13680,226|247|230|248|83|294|125|204|213|284
13685,226|247|230|248|83|294|125|213|284|204
13702,226|247|230|248|83|294|125|204|213|284
13711,226|247|230|248|83|294|125|213|204|284
13764,226|247|230|248|83|294|125|204|284|213
13800,226|247|230|248|83|294|125|213|204|284
13821,226|247|230|248|83|294|125|213|204|284
13874,226|247|230|248|83|294|125|204|213|284
13895,226|247|230|248|83|294|125|284|204|213
13906,226|247|230|248|83|294|125|213|284|204
13943,226|247|230|248|83|294|125|284|204|213
13945,226|247|230|248|83|294|125|204|213|284
13962,226|247|230|248|83|294|125|284|204|213
13970,226|247|230|248|83|294|125|204|284|213
13980,226|247|230|248|83|294|125|284|213|204
13992,226|247|230|248|83|294|125|204|213|284
14010,226|247|230|248|83|294|125|204|284|213
14032,226|247|230|248|83|294|125|204|284|213
14082,226|247|230|248|83|294|125|204|213|284
14102,226|247|230|248|83|294|125|204|213|284
14109,226|247|230|248|83|294|125|204|284|213
14110,226|247|230|248|83|294|125|204|284|213
14116,226|247|230|248|83|294|125|204|213|165
14136,226|247|230|248|83|294|125|204|213|284
14147,226|247|230|248|83|294|125|284|213|204
14151,226|247|230|248|83|294|125|204|284|213
14162,226|247|230|248|83|294|125|204|213|284
14247,226|247|230|248|83|294|125|213|284|204
14294,226|247|230|248|83|294|125|204|284|213
14310,226|247|230|248|83|294|125|204|284|213
14428,226|247|230|248|83|294|125|204|213|284
14443,226|247|230|248|83|294|125|204|213|284
14483,226|247|230|248|83|294|125|204|284|213
14531,226|247|230|248|83|294|125|213|204|284
14544,226|247|230|248|83|294|125|204|284|213
14601,226|247|230|248|83|294|125|204|284|213
14605,226|247|230|248|83|294|125|204|284|213
14626,226|247|230|248|83|294|125|284|213|204
14669,226|247|230|248|83|294|125|204|213|284
14671,226|247|230|248|83|294|125|204|284|213
14673,226|247|230|248|83|294|125|204|213|284
14687,226|230|248|83|294|125|204|213|284|165
14697,226|247|230|248|83|294|125|204|284|213
14723,226|247|230|248|83|294|125|204|213|284
14741,226|247|230|248|83|294|125|284|204|213
14744,226|247|230|248|83|294|125|213|204|284
14748,226|247|230|248|83|294|125|213|284|165
14784,226|247|230|248|83|294|125|204|213|284
14815,226|247|230|248|83|294|125|204|284|213
14857,247|230|248|83|294|125|204|284|165|276
14865,226|247|230|248|83|294|125|204|213|284
14881,226|247|230|248|83|294|125|204|213|284
14888,226|247|230|248|83|294|125|204|213|284
14889,226|247|230|248|83|294|125|204|213|284
14902,226|247|230|248|83|294|125|204|284|213
14929,226|247|230|248|83|294|125|204|213|284
14934,226|247|230|248|83|294|125|284|204|213
14986,226|247|230|248|83|294|125|204|213|284
15008,226|247|230|248|83|294|125|204|213|284
15012,226|247|230|248|83|294|125|204|213|284
15014,226|247|230|248|83|294|125|204|284|213
15042,226|247|230|248|83|294|125|213|204|284
15062,226|247|230|248|83|294|125|204|213|165
15175,226|247|230|248|83|294|125|204|213|284
15192,226|247|230|248|83|294|125|213|204|284
15206,226|247|230|248|83|294|125|213|204|284
15208,226|247|230|248|83|294|125|204|284|213
15219,226|230|248|83|294|125|204|284|213|165
15223,226|247|230|248|83|294|125|204|284|213
15273,226|247|230|248|83|294|125|213|204|284
15287,226|247|230|248|83|294|125|204|213|284
15309,226|247|230|248|83|294|125|204|213|284
15348,226|247|230|248|83|294|125|204|213|284
15358,226|247|230|248|83|294|125|213|204|284
15398,226|247|230|248|83|294|125|213|204|165
15406,226|247|230|248|83|294|125|204|213|284
15427,226|247|230|248|83|294|125|204|284|213
15436,226|247|230|248|83|294|125|213|204|284
15567,226|247|230|248|83|294|125|204|213|284
15636,226|247|230|248|83|294|125|213|204|284
15713,226|247|230|248|83|294|125|204|284|213
15720,226|247|230|248|83|294|125|204|284|213
15786,226|247|230|248|83|294|125|213|204|284
15790,226|247|230|248|83|294|125|213|204|284
15810,226|247|230|248|83|294|125|213|204|284
15830,226|247|230|248|83|294|125|213|284|204
15831,226|247|230|248|83|294|125|204|213|284
15833,226|247|230|248|83|294|125|204|213|284
15851,226|247|230|248|83|294|125|204|284|213
15867,226|247|230|248|83|294|125|213|204|284
15913,226|247|230|248|83|294|125|204|213|284
16000,226|247|230|248|83|294|125|213|204|284
16004,226|247|230|248|83|294|125|284|204|213
16005,226|247|230|248|83|294|125|204|213|284
16020,226|247|230|248|83|294|125|204|284|213
16023,226|247|230|248|83|294|125|213|204|284
16038,226|247|230|248|83|294|125|213|284|72
16093,226|247|230|248|83|294|125|204|284|165
16104,226|247|230|248|83|294|125|204|213|284
16107,226|247|230|248|83|294|125|213|284|204
16129,226|247|230|248|83|294|125|204|284|213
16143,226|247|230|248|83|294|125|204|284|213
16281,226|247|230|248|83|294|125|204|284|213
16285,226|247|230|248|83|294|125|213|284|165
16304,226|247|230|248|83|294|125|204|284|213
16358,226|247|230|248|83|294|125|213|204|284
16359,226|247|230|248|83|294|125|284|204|213
16393,226|247|230|248|83|294|125|204|213|284
16409,226|247|230|248|83|294|125|284|204|213
16443,226|247|230|248|83|294|125|213|204|284
16450,226|247|230|248|83|294|125|204|284|213
16509,247|230|248|83|294|125|213|204|284|72
16545,226|247|230|248|83|294|125|213|204|284
16583,226|247|230|248|83|294|125|213|204|284
16605,226|247|230|248|83|294|125|213|204|284
16608,226|247|230|248|83|294|125|213|204|284
16616,226|247|230|248|83|294|125|284|204|213
16672,226|247|230|248|83|294|125|204|213|284
16721,226|247|230|248|83|294|125|284|213|204
16723,226|247|230|248|83|294|125|204|213|284
16755,226|247|230|248|83|294|125|204|284|213
16757,226|247|230|248|83|294|125|213|204|284
16819,226|247|230|248|83|294|125|213|284|204
16855,226|247|230|248|83|294|125|204|284|213
16879,226|247|230|248|83|294|125|204|284|213
16883,226|247|230|248|83|294|125|204|213|284
16937,226|247|230|248|83|294|125|204|213|284
16990,226|247|230|248|83|294|125|213|204|284
17006,226|247|230|248|83|294|125|204|284|213
17031,226|247|230|248|83|294|125|213|284|204
17049,226|247|230|248|83|294|125|204|213|284
17120,226|247|230|248|83|294|125|284|204|213
17123,226|247|230|248|83|294|125|204|284|213
17159,226|247|230|248|83|294|125|204|213|284
17210,226|247|230|248|83|294|125|284|204|213
17228,226|247|230|248|83|294|125|204|213|284
17248,226|247|230|248|83|294|125|213|284|204
17361,226|247|230|248|83|294|125|204|284|213
17367,226|247|230|248|83|294|125|204|213|284
17446,226|247|230|248|83|294|125|213|284|204
17472,226|247|230|248|83|294|125|284|204|213
17546,226|247|230|248|83|294|125|204|284|213
17547,226|247|230|248|83|294|125|213|284|204
17611,226|247|230|248|83|294|125|204|213|284
17711,226|247|230|248|83|294|125|204|284|213
17738,226|247|230|248|83|294|125|204|284|213
17808,226|247|230|248|83|294|125|204|284|213
17959,226|247|230|248|83|294|125|204|284|213
17988,226|247|230|248|83|294|125|213|204|284
17991,226|247|230|248|83|294|125|204|213|284
18000,226|247|230|248|83|294|125|204|213|284
18003,226|247|230|248|83|294|125|204|284|213
18032,226|247|230|248|83|294|125|204|284|213
18038,226|247|230|248|83|294|125|204|213|284
18051,226|247|230|248|83|294|125|204|284|213
18056,226|247|230|248|83|294|125|204|213|284
18129,226|247|230|248|83|294|125|213|284|204
18155,226|247|230|248|83|294|125|204|213|284
18165,247|230|248|83|294|125|284|204|165|276
18218,226|247|230|248|83|294|125|213|284|204
18237,226|247|230|248|83|125|204|213|284|165
18267,226|230|248|83|294|125|284|213|204|165
18268,226|247|230|248|83|294|125|204|213|284
18313,226|247|230|248|83|294|125|204|284|213
18353,226|247|230|248|83|294|125|204|213|165
18388,247|230|248|83|294|125|204|284|165|72
18401,226|247|230|248|83|294|125|284|213|204
18445,226|247|230|248|83|294|125|204|213|284
18458,226|247|230|248|83|294|125|204|284|213
18530,226|247|230|248|83|294|125|204|284|213
18573,226|247|230|248|83|294|125|213|284|165
18585,226|247|230|248|83|294|125|284|204|213
18586,226|247|230|248|83|294|125|204|284|213
18743,226|247|230|248|83|294|125|204|213|284
18978,226|247|230|248|83|294|125|204|284|213
18979,226|247|230|248|83|294|125|204|284|213
18983,226|247|230|248|83|125|204|213|284|165
19004,226|247|230|248|83|294|125|204|213|284
19026,226|247|230|248|83|125|294|204|213|284
19085,226|247|230|83|248|294|125|213|284|204
19091,226|247|230|248|83|294|125|284|204|213
19093,226|247|230|248|83|294|125|204|284|213
19123,226|247|230|248|83|294|125|204|284|213
19124,226|247|230|248|83|294|125|213|204|284
19141,226|247|230|248|83|294|125|284|213|204
19221,226|247|230|248|83|294|125|204|213|284
19254,226|247|230|248|83|294|125|213|204|284
19278,226|247|230|248|83|294|125|204|213|284
19298,226|247|230|248|83|294|125|204|284|213
19310,226|247|230|248|83|294|125|213|284|204
19340,226|247|230|248|83|294|125|204|284|213
19373,226|247|230|248|83|294|125|204|213|284
19390,226|247|230|248|83|294|125|284|213|204
19417,226|247|230|248|83|294|125|204|213|284
19541,226|247|230|248|83|294|125|213|284|204
19554,226|247|230|248|83|294|125|204|284|213
19603,226|247|230|248|83|294|125|204|213|284
19750,226|230|248|83|294|125|284|204|213|165
19762,226|247|230|248|83|294|125|204|284|213
19910,226|247|230|248|83|294|125|204|284|213
19919,226|247|230|248|83|294|125|204|284|213
19993,226|247|230|248|83|294|125|204|213|284
20027,226|247|230|248|83|294|125|284|204|213
20032,226|247|230|248|83|294|125|213|204|284
20061,226|247|230|248|83|294|125|284|204|213
20085,226|247|230|248|83|294|125|204|213|284
20125,226|247|230|248|83|294|125|213|284|204
20137,226|247|230|248|83|294|125|204|284|213
20179,226|247|230|248|83|294|125|204|284|213
20190,226|247|230|248|83|294|125|213|284|204
20208,226|247|230|248|83|294|125|213|284|204
20246,226|247|230|248|83|294|125|204|213|284
20382,226|247|230|248|83|294|125|213|284|204
20400,226|247|230|248|83|294|125|204|213|284
20539,226|247|230|248|83|294|125|204|213|284
20624,226|247|230|248|83|294|125|204|213|284
20645,226|247|230|248|83|294|125|213|284|204
20654,226|247|230|248|83|294|125|204|213|284
20724,226|247|230|248|83|294|125|204|284|213
20731,226|247|230|248|83|294|125|204|213|284
20785,226|247|230|248|83|294|125|204|284|213
20821,226|247|230|248|83|294|125|284|204|213
20836,226|247|230|248|83|294|125|204|213|284
20858,226|247|230|248|83|294|125|284|213|165
20883,226|247|230|248|83|294|125|213|284|204
20931,226|247|248|83|294|125|213|204|284|165
20961,226|247|230|248|83|294|125|204|284|213
20966,226|247|230|248|83|294|125|204|284|213
21038,226|247|230|248|83|294|125|204|213|284
21084,226|247|230|248|83|294|125|204|213|284
21120,226|247|230|248|83|294|125|204|213|284
21129,226|247|230|248|83|294|125|213|284|165
21219,226|247|230|248|83|294|125|284|213|204
21228,226|247|230|248|83|294|125|204|213|284
21259,226|247|230|248|83|294|125|213|284|204
21318,226|247|230|248|83|294|125|204|213|284
21345,226|247|230|248|83|294|125|204|213|284
21386,226|247|230|248|83|294|125|213|284|204
21615,226|247|230|248|83|294|125|204|284|213
21658,226|247|230|248|83|294|125|204|284|213
21743,226|247|230|248|83|294|125|204|284|213
21818,226|247|230|248|83|294|125|204|213|284
21847,226|247|230|248|83|294|125|213|284|204
21852,226|247|230|248|83|294|125|213|204|284
21902,226|247|230|248|83|294|125|213|204|284
21934,226|247|230|248|83|294|125|213|204|284
21941,226|247|230|248|83|294|125|204|213|165
21949,226|247|230|248|83|294|125|213|204|284
22069,226|247|230|248|83|125|294|204|213|284
22077,226|247|230|248|83|294|125|204|284|213
22126,226|247|230|248|83|294|125|284|213|204
22136,226|247|230|248|83|294|125|204|284|213
22172,226|247|230|248|83|294|125|213|204|284
22182,226|247|230|248|83|294|125|204|213|284
22253,226|247|230|248|83|294|125|204|213|284
22273,226|247|230|248|83|294|125|204|213|284
22303,226|247|230|248|83|294|125|213|204|284
22386,226|247|230|248|83|294|125|213|284|204
22428,226|247|230|248|83|294|125|213|204|284
22487,226|247|230|248|83|294|125|204|213|284
22536,226|247|230|248|83|294|125|213|284|204
22559,226|247|230|248|83|294|125|204|213|284
22564,226|247|230|248|83|294|125|204|284|213
22608,226|247|230|248|83|294|125|204|284|213
22687,226|247|230|248|83|294|125|204|284|213
22734,226|247|230|248|83|294|125|204|213|284
22801,226|247|230|248|83|294|125|204|213|284
22844,226|247|230|248|83|294|125|204|284|213
22872,226|247|230|248|83|294|125|284|213|204
22877,226|247|230|248|83|294|125|284|213|204
22882,226|247|230|248|83|294|125|204|213|284
22911,226|247|230|248|83|294|125|204|213|284
22930,226|247|230|248|83|294|125|204|213|284
23035,226|247|230|248|83|294|125|204|284|213
23038,226|247|230|248|83|294|125|213|204|284
23058,226|247|230|248|83|294|125|204|284|213
23067,226|247|230|248|83|294|125|204|213|284
23105,247|230|248|83|294|125|284|204|72|165
23162,226|247|230|248|83|294|125|204|213|284
23247,226|247|230|248|83|294|125|204|284|213
23277,226|247|230|248|83|294|125|284|213|204
23312,226|247|230|248|83|294|125|284|213|204
23318,226|247|230|248|83|294|125|204|284|213
23425,226|247|230|248|83|294|125|204|213|284
23486,226|247|230|248|83|294|125|213|204|284
23551,226|247|230|248|83|294|125|204|213|284
23646,226|247|230|248|83|294|125|204|213|284
23669,226|247|230|248|83|294|125|204|213|284
23691,226|247|230|248|83|294|125|204|284|213
23695,226|247|230|248|83|294|125|204|213|284
23734,226|247|230|248|83|294|125|204|213|284
23769,226|247|230|248|83|294|125|213|204|284
23803,226|247|230|248|83|294|125|204|213|284
24103,226|247|230|248|83|294|125|204|284|213
24147,226|247|230|248|83|294|125|284|204|213
24187,226|247|230|248|83|294|125|204|284|213
24210,226|247|230|248|83|294|125|204|213|284
24243,226|247|230|248|83|294|125|213|204|284
24300,226|247|230|248|83|294|125|204|213|284
24358,226|247|230|248|83|294|125|204|213|284
24405,226|247|230|248|83|294|125|213|284|204
24413,226|247|230|248|83|294|125|204|213|284
24428,226|247|230|248|83|294|125|213|284|204
24556,226|247|230|248|83|294|125|204|213|284
24610,226|247|230|248|83|294|125|204|213|284
24650,226|247|230|248|83|294|125|204|284|213
24751,226|230|83|248|294|125|204|213|284|165
24909,226|247|230|248|83|294|125|204|284|213
24976,226|247|230|248|83|294|125|204|213|284
25004,226|247|230|248|83|294|125|204|213|284
25122,226|247|230|248|83|294|125|204|213|284
25146,226|247|230|248|83|294|125|204|213|284
25155,226|247|230|248|83|294|125|204|284|213
25235,247|230|248|83|125|294|213|171|204|284
25294,226|247|230|248|83|294|125|204|213|284
25377,226|247|230|248|83|294|125|204|284|213
25426,226|247|230|248|83|294|125|204|213|284
25532,226|247|230|248|83|294|125|204|213|284
25644,226|247|230|248|83|294|125|213|204|284
25656,226|247|230|248|83|294|125|204|213|284
25739,226|247|230|248|83|294|125|284|204|213
25758,226|247|230|248|83|294|125|204|284|213
25800,226|247|230|248|83|294|125|204|284|213
26116,226|247|230|248|83|294|125|204|213|284
26123,226|247|230|248|83|294|125|204|213|284
26263,226|247|230|248|83|294|125|213|284|204
26306,226|247|230|248|83|294|125|204|284|213
26323,226|247|230|248|83|294|125|204|213|284
26396,226|247|230|248|83|294|125|204|284|213
26434,226|247|230|248|83|294|125|204|213|284
26545,226|247|230|248|83|294|125|284|213|204
26573,226|247|230|248|83|294|125|284|213|204
26590,226|247|230|248|83|294|125|204|284|213
26618,226|247|230|248|83|294|125|213|284|204
26646,226|247|230|248|83|294|125|213|284|204
26686,226|247|230|248|83|294|125|213|204|284
26760,226|247|230|248|83|294|125|204|213|284
26778,226|247|230|248|83|294|125|204|284|213
26978,226|247|230|248|83|294|125|284|213|204
27097,226|247|230|248|83|294|125|204|213|284
27107,226|247|230|248|83|294|125|204|284|213
27202,226|247|230|248|83|294|125|204|213|165
27237,226|247|230|248|83|294|125|204|213|284
27241,226|247|230|248|83|294|125|284|213|204
27325,226|247|230|248|83|294|125|204|284|213
27372,226|247|230|248|83|294|125|204|284|213
27386,226|247|230|248|83|294|125|204|213|284
27459,226|247|230|248|83|294|125|204|284|213
27506,226|247|230|248|83|294|125|204|213|284
27547,226|247|230|248|83|294|125|204|284|213
27551,226|247|230|248|83|294|125|204|284|213
27585,226|247|230|248|83|294|125|204|213|284
27601,226|247|230|248|83|294|125|213|284|204
27647,226|247|230|248|83|294|125|213|284|204
27677,226|247|230|248|83|294|125|204|284|213
27771,226|247|230|248|83|294|125|284|213|204
27773,226|247|230|248|83|294|125|204|213|284
27803,226|247|230|248|83|294|125|204|213|284
27872,226|247|230|248|83|294|125|213|284|204
27925,226|247|230|248|83|294|125|204|284|213
28015,226|247|230|248|83|294|125|204|284|213
28034,226|247|230|248|83|294|125|284|213|204
28042,226|247|230|248|83|294|125|204|284|213
28099,226|247|230|248|83|294|125|204|213|284
28168,226|247|230|248|83|294|125|204|213|284
28210,226|247|230|248|83|294|125|204|213|284
28253,226|247|230|248|83|294|125|204|213|284
28398,226|247|230|248|83|294|125|284|213|204
28462,226|247|230|248|83|294|125|284|213|204
28481,226|247|230|248|83|294|125|204|284|213
28577,226|247|230|248|83|294|125|204|284|213
